,Short_Name,Full_Name,geometry
267,B03002m19,HISPANIC OR LATINO ORIGIN BY RACE: Two or more races: Total population -- (Margin of Error),
268,B03002e20,HISPANIC OR LATINO ORIGIN BY RACE: Two or more races: Two races including Some other race: Total population -- (Estimate),
269,B03002m20,HISPANIC OR LATINO ORIGIN BY RACE: Two or more races: Two races including Some other race: Total population -- (Margin of Error),
270,B03002e21,"HISPANIC OR LATINO ORIGIN BY RACE: Two or more races: Two races excluding Some other race, and three or more races: Total population -- (Estimate)",
271,B03002m21,"HISPANIC OR LATINO ORIGIN BY RACE: Two or more races: Two races excluding Some other race, and three or more races: Total population -- (Margin of Error)",
272,B03003e1,HISPANIC OR LATINO ORIGIN: Total: Total population -- (Estimate),
273,B03003m1,HISPANIC OR LATINO ORIGIN: Total: Total population -- (Margin of Error),
274,B03003e2,HISPANIC OR LATINO ORIGIN: Total: Not Hispanic or Latino: Total population -- (Estimate),
275,B03003m2,HISPANIC OR LATINO ORIGIN: Total: Not Hispanic or Latino: Total population -- (Margin of Error),
276,B03003e3,HISPANIC OR LATINO ORIGIN: Total: Hispanic or Latino: Total population -- (Estimate),
277,B03003m3,HISPANIC OR LATINO ORIGIN: Total: Hispanic or Latino: Total population -- (Margin of Error),
278,B07201e1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
279,B07201m1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
280,B07201e2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
281,B07201m2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
282,B07201e3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
283,B07201m3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
284,B07201e4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
285,B07201m4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
286,B07201e5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
287,B07201m5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
288,B07201e6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
289,B07201m6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
290,B07201e7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
291,B07201m7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
292,B07201e8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
293,B07201m8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
294,B07201e9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
295,B07201m9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
296,B07201e10,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
297,B07201m10,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
298,B07201e11,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
299,B07201m11,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
300,B07201e12,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
301,B07201m12,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
302,B07201e13,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Not in a Metropolitan or Micropolitan Statistical Area 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
303,B07201m13,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Not in a Metropolitan or Micropolitan Statistical Area 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
304,B07201e14,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Abroad 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate),
305,B07201m14,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Micropolitan Statistical Area: Abroad 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error),
306,B07201PRe1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
307,B07201PRm1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
308,B07201PRe2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
309,B07201PRm2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
310,B07201PRe3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
311,B07201PRm3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
312,B07201PRe4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
313,B07201PRm4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
314,B07201PRe5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
315,B07201PRm5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
316,B07201PRe6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
317,B07201PRm6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
318,B07201PRe7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
319,B07201PRm7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
320,B07201PRe8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
321,B07201PRm8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
322,B07201PRe9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
323,B07201PRm9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
324,B07201PRe10,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
325,B07201PRm10,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
326,B07201PRe11,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
327,B07201PRm11,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error),
328,B07201PRe12,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate),
